customer_id,first_name,last_name,gender,age,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
2090,Stanton,Schimoni,Male,53,63,Help Desk Technician,Financial Services,Mass Customer,N,Yes,17.0
2091,Dominga,Crosfield,Female,37,27,Office Assistant II,Argiculture,Mass Customer,N,No,9.0
2092,Stavros,Hazelby,Male,40,14,Safety Technician IV,Manufacturing,High Net Worth,N,No,18.0
2093,Salem,Doiley,Male,18,94,Programmer II,Financial Services,High Net Worth,N,No,2.0
2094,Merle,Pesticcio,Male,33,15,Biostatistician IV,Missing,Mass Customer,N,No,16.0
2095,Anette,Guerreiro,Female,28,69,Account Executive,Manufacturing,Affluent Customer,N,No,8.0
2096,Torrie,Smartman,Female,48,74,Programmer III,Telecommunications,High Net Worth,N,Yes,12.0
2097,Web,Decaze,Male,29,38,Recruiter,Telecommunications,Mass Customer,N,No,21.0
2098,Ame,Tossell,Female,48,82,Dental Hygienist,Health,High Net Worth,N,No,16.0
2099,Mikel,McKechnie,Male,58,40,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,19.0
2100,Der,Blatcher,Male,39,34,Marketing Assistant,IT,Mass Customer,N,No,14.0
2101,Maryann,None,Female,19,71,General Manager,Missing,Mass Customer,N,Yes,2.0
2102,Carl,Penquet,Male,42,80,Senior Editor,Missing,Affluent Customer,N,No,5.0
2103,Jayme,Hendin,Male,42,94,Business Systems Development Analyst,Financial Services,Affluent Customer,N,No,18.0
2104,Livy,Roote,Female,38,31,Structural Analysis Engineer,Financial Services,Mass Customer,N,No,11.0
2105,Terrance,Goligher,Male,46,29,Food Chemist,Health,High Net Worth,N,Yes,6.0
2106,Antons,Ley,Male,47,91,Project Manager,Financial Services,High Net Worth,N,Yes,13.0
2107,Dre,Ferrillo,Female,25,2,Biostatistician IV,IT,Affluent Customer,N,Yes,4.0
2108,Michel,O'Halligan,Female,32,41,Software Test Engineer IV,Property,Mass Customer,N,Yes,18.0
2109,Grazia,Vinson,Female,52,14,Account Representative II,Health,High Net Worth,N,Yes,18.0
2110,Gard,Marris,Male,44,29,Human Resources Assistant III,Manufacturing,High Net Worth,N,No,14.0
2111,Ellis,Vokes,Male,44,98,Speech Pathologist,Property,Affluent Customer,N,Yes,12.0
2112,Aubrie,Glaum,Female,24,64,Accounting Assistant I,Financial Services,Mass Customer,N,Yes,6.0
2113,Nita,Bushell,Female,46,91,Internal Auditor,Manufacturing,Affluent Customer,N,No,17.0
2114,Erick,Caveill,Male,63,78,Safety Technician III,Argiculture,High Net Worth,N,No,19.0
2115,Shannon,Pflieger,Male,42,17,Food Chemist,Health,Mass Customer,N,Yes,17.0
2116,Wyndham,Ecob,Male,38,81,Research Associate,Financial Services,Affluent Customer,N,Yes,9.0
2117,Llywellyn,Christall,Male,22,76,Computer Systems Analyst I,Health,Affluent Customer,N,No,3.0
2118,Ulrick,Calyton,Male,39,29,Developer III,Missing,High Net Worth,N,No,7.0
2119,Dorise,Bellon,Female,32,51,Senior Cost Accountant,Financial Services,Mass Customer,N,No,17.0
2120,Clare,Attoe,Male,21,80,Web Designer III,Manufacturing,Mass Customer,N,No,1.0
2121,Clarita,Jaqueminet,Female,28,35,Nurse,Financial Services,Mass Customer,N,Yes,22.0
2122,Osborne,Nawton,Male,44,85,Registered Nurse,Health,High Net Worth,N,Yes,11.0
2123,Shirley,Negal,Female,24,36,Software Engineer II,Manufacturing,Affluent Customer,N,No,2.0
2124,Damien,Bartczak,Male,39,17,Missing,Retail,High Net Worth,N,No,18.0
2125,Laurene,Linstead,Female,42,9,VP Quality Control,Financial Services,High Net Worth,N,No,18.0
2126,Hugibert,Getcliff,Male,59,65,Product Engineer,Health,Mass Customer,N,Yes,17.0
2127,Wanids,Baudet,Female,43,66,Web Designer I,Manufacturing,Mass Customer,N,No,7.0
2128,Gregorius,Cockram,Male,41,31,Data Coordiator,Property,Affluent Customer,N,Yes,16.0
2129,Barron,Waszkiewicz,Male,37,26,Electrical Engineer,Manufacturing,High Net Worth,N,No,3.0
2130,Evangelina,Coxhell,Female,28,95,Structural Engineer,Property,High Net Worth,N,Yes,16.0
2131,Nettle,Painter,Female,46,12,Payment Adjustment Coordinator,Missing,Mass Customer,N,Yes,7.0
2132,Davina,Dougary,Female,32,16,Human Resources Manager,Financial Services,High Net Worth,N,Yes,22.0
2133,Clarissa,Blaisdale,Female,19,44,General Manager,Financial Services,High Net Worth,N,No,3.0
2134,Crosby,Ruoff,Male,17,16,Nurse,Manufacturing,Affluent Customer,N,No,2.0
2135,Teador,Laurant,Male,37,97,Structural Engineer,Missing,Mass Customer,N,Yes,15.0
2136,Heather,Golsworthy,Female,52,21,Office Assistant I,Health,High Net Worth,N,Yes,5.0
2137,Renie,None,Female,46,46,Chemical Engineer,Manufacturing,Affluent Customer,N,No,5.0
2138,Jonell,Gon,Female,39,23,Graphic Designer,Manufacturing,High Net Worth,N,No,15.0
2139,Carolina,Brands,Female,35,87,Accountant II,IT,Affluent Customer,N,Yes,7.0
2140,Hilario,Ramsdell,Male,41,59,Help Desk Operator,Telecommunications,High Net Worth,N,No,21.0
2141,Georgie,Bruggen,Female,53,50,Programmer I,Financial Services,High Net Worth,N,Yes,4.0
2142,Marti,McComish,Female,38,61,Biostatistician IV,Missing,Affluent Customer,N,No,7.0
2143,Napoleon,Terron,Male,54,53,Business Systems Development Analyst,Missing,High Net Worth,N,Yes,10.0
2144,Maureene,Kingstne,Female,39,12,Office Assistant IV,Property,Mass Customer,N,Yes,9.0
2145,Adrea,Quittonden,Female,58,44,Librarian,Entertainment,Affluent Customer,N,Yes,19.0
2146,Timmie,Lenden,Male,50,75,Missing,Missing,Mass Customer,N,No,13.0
2147,Franzen,Kielty,Male,19,42,Engineer IV,Missing,High Net Worth,N,Yes,1.0
2148,Annis,Freeth,Female,28,78,Engineer I,Manufacturing,Mass Customer,N,Yes,15.0
2149,Lana,Druce,Female,39,26,Professor,Missing,High Net Worth,N,No,6.0
2150,Huntlee,Pashba,Male,58,75,Missing,Retail,Affluent Customer,N,Yes,8.0
2151,Herrick,Gammett,Male,31,9,Missing,Entertainment,Affluent Customer,N,No,6.0
2152,Junina,Labone,Female,49,40,Database Administrator III,Manufacturing,Mass Customer,N,Yes,19.0
2153,Jimmy,None,Male,31,22,Financial Analyst,Financial Services,Mass Customer,N,No,10.0
2154,Bird,Bolf,Female,38,86,Chemical Engineer,Manufacturing,High Net Worth,N,No,6.0
2155,Fayth,Millions,Female,54,24,Data Coordiator,Missing,Mass Customer,N,No,14.0
2156,Darill,Mowday,Male,40,96,Desktop Support Technician,Retail,Mass Customer,N,Yes,18.0
2157,Alidia,Petyankin,Female,39,52,Community Outreach Specialist,Property,Mass Customer,N,No,19.0
2158,Caesar,Begbie,Male,57,11,Physical Therapy Assistant,Entertainment,Mass Customer,N,No,6.0
2159,Godfrey,Bottini,Male,54,19,Missing,Missing,High Net Worth,N,Yes,6.0
2160,Kettie,Cantopher,Female,46,64,Recruiter,Health,Mass Customer,N,Yes,15.0
2161,Tommie,Mardle,Male,19,35,Missing,Financial Services,Mass Customer,N,No,4.0
2162,Andrew,Blunt,Male,43,49,Paralegal,Financial Services,High Net Worth,N,Yes,10.0
2163,Tim,Guilliatt,Male,21,41,VP Product Management,Missing,Mass Customer,N,Yes,6.0
2164,Toinette,Clementson,Female,44,12,Financial Analyst,Financial Services,Mass Customer,N,Yes,18.0
2166,Mareah,Woodnutt,Female,33,78,Nurse,Property,Mass Customer,N,No,16.0
2167,Laina,Semorad,Female,20,31,Librarian,Entertainment,Mass Customer,N,No,1.0
2168,Levon,Woollard,Male,43,83,VP Accounting,Financial Services,Mass Customer,N,Yes,17.0
2169,Jarrad,Atwell,Male,38,80,Senior Financial Analyst,Financial Services,Mass Customer,N,No,18.0
2170,Dewitt,Laight,Male,54,27,Geological Engineer,Manufacturing,Affluent Customer,N,No,6.0
2171,Laryssa,Maes,Female,47,21,Pharmacist,Health,High Net Worth,N,No,10.0
2172,Emmery,Angrock,Male,39,6,Information Systems Manager,Health,Affluent Customer,N,Yes,13.0
2173,Gracia,McAteer,Female,41,27,Help Desk Technician,IT,Mass Customer,N,Yes,22.0
2174,Rock,Vickerstaff,Male,55,32,Account Executive,Argiculture,High Net Worth,N,No,11.0
2175,Elvyn,Bullas,Male,32,23,Web Developer III,Health,Mass Customer,N,No,13.0
2176,Josie,Gallemore,Female,55,79,Accountant II,Property,High Net Worth,N,Yes,12.0
2177,Waverly,Creebo,Male,40,35,Social Worker,Health,Mass Customer,N,No,9.0
2178,Veriee,Colthard,Female,63,20,Mechanical Systems Engineer,Retail,Mass Customer,N,No,12.0
2179,Benson,cornhill,Male,57,15,Desktop Support Technician,Manufacturing,Mass Customer,N,No,17.0
2180,Urbanus,Trevaskus,Male,58,98,Chief Design Engineer,Missing,High Net Worth,N,Yes,13.0
2181,Tobe,Roxby,Male,43,99,Account Executive,IT,Mass Customer,N,Yes,8.0
2182,Symon,Minchin,Male,50,47,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,16.0
2183,Jillie,Fyndon,Female,45,61,Programmer Analyst IV,Manufacturing,Mass Customer,N,Yes,7.0
2184,Lamar,Gladman,Male,46,49,Statistician III,Health,Mass Customer,N,No,11.0
2185,Gayle,Gridley,Female,54,40,Human Resources Assistant II,Property,Mass Customer,N,No,19.0
2186,Carolina,Sexty,Female,54,61,Clinical Specialist,Health,High Net Worth,N,No,5.0
2187,Brunhilde,Kendall,Female,20,52,Budget/Accounting Analyst I,Health,Mass Customer,N,No,2.0
2188,Zonnya,Fayter,Female,45,85,Nurse Practicioner,Missing,Mass Customer,N,No,17.0
2189,Thedric,None,Male,19,43,Safety Technician II,Financial Services,High Net Worth,N,No,4.0
2190,Maressa,Kondrachenko,Female,38,77,Missing,IT,Affluent Customer,N,No,13.0
2191,Alley,Fitchell,Male,41,2,Payment Adjustment Coordinator,Missing,Mass Customer,N,Yes,4.0
2192,Hubie,Leipold,Male,51,93,Staff Accountant II,Missing,Mass Customer,N,No,14.0
2193,Roldan,Carrington,Male,62,66,Developer III,Missing,Mass Customer,N,Yes,6.0
2194,Johnette,O'Fergus,Female,59,79,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,11.0
2195,Nevsa,Taill,Female,30,94,GIS Technical Architect,Financial Services,Affluent Customer,N,Yes,13.0
2196,Skylar,Brise,Male,41,66,Media Manager I,Retail,High Net Worth,N,Yes,7.0
2197,Filip,Willows,Male,24,32,Programmer Analyst I,Financial Services,Mass Customer,N,No,7.0
2198,Marijn,Arnoll,Male,19,1,Editor,Property,Affluent Customer,N,Yes,1.0
2199,Leigha,Ranger,Female,34,89,Account Coordinator,Property,High Net Worth,N,Yes,13.0
2200,Teodoor,Lovelace,Male,31,23,Community Outreach Specialist,Missing,Affluent Customer,N,Yes,16.0
2201,Trisha,Basset,Female,19,56,Design Engineer,Financial Services,Affluent Customer,N,Yes,1.0
2202,Diannne,Neissen,Female,40,46,Physical Therapy Assistant,Financial Services,Affluent Customer,N,Yes,8.0
2203,Ganny,Alessandrelli,Male,19,13,Sales Associate,Health,High Net Worth,N,Yes,2.0
2204,Kacie,Barthram,Female,50,16,Librarian,Entertainment,High Net Worth,N,No,7.0
2206,Osmond,McCamish,Male,60,60,Structural Engineer,Financial Services,Affluent Customer,N,No,14.0
2207,Junia,Gall,Female,38,93,Web Designer IV,Manufacturing,Mass Customer,N,Yes,16.0
2208,Lavena,Embling,Female,63,59,Missing,Missing,Mass Customer,N,No,9.0
2209,Rriocard,Gavan,Male,24,4,Registered Nurse,Health,Affluent Customer,N,Yes,3.0
2210,Kirby,Cameron,Male,32,16,Registered Nurse,Health,High Net Worth,N,No,5.0
2211,Carmelita,Matuskiewicz,Female,42,3,Missing,Manufacturing,Mass Customer,N,Yes,18.0
2212,Adrianne,Raoux,Female,43,22,Technical Writer,Manufacturing,Affluent Customer,N,Yes,20.0
2213,Jesse,Leyshon,Female,21,70,Legal Assistant,Missing,Affluent Customer,N,Yes,6.0
2214,Farlay,Plevey,Male,60,52,Missing,Manufacturing,High Net Worth,N,Yes,8.0
2215,Viola,Wadhams,Female,46,50,Structural Engineer,Financial Services,Mass Customer,N,Yes,18.0
2216,Clarinda,Woffinden,Female,56,29,Systems Administrator II,Property,High Net Worth,N,Yes,10.0
2217,Kristofor,Juris,Male,36,98,Paralegal,Financial Services,Mass Customer,N,No,16.0
2218,Madelena,Blincoe,Female,25,94,Senior Sales Associate,Health,Affluent Customer,N,No,4.0
2219,Ansel,Napier,Male,35,73,Senior Quality Engineer,Missing,High Net Worth,N,Yes,3.0
2220,Curr,Jancey,Male,58,35,Legal Assistant,Financial Services,Mass Customer,N,Yes,13.0
2221,Tye,Scottini,Male,22,80,General Manager,Argiculture,Affluent Customer,N,No,7.0
2222,Caroline,Grabban,Female,43,20,Professor,Financial Services,Mass Customer,N,No,14.0
2223,Sarita,Georgiev,Female,36,38,Professor,Health,Mass Customer,N,No,12.0
2224,Sydel,Seccombe,Female,19,3,Budget/Accounting Analyst III,Retail,High Net Worth,N,Yes,4.0
2225,Christina,Easum,Female,29,45,Occupational Therapist,Health,Affluent Customer,N,No,19.0
2226,Hedvig,Flatt,Female,62,10,Biostatistician II,Entertainment,Mass Customer,N,No,11.0
2227,Duff,Kemble,Male,41,45,Systems Administrator I,Property,Affluent Customer,N,Yes,9.0
2228,Rosita,Soppeth,Female,61,12,Geological Engineer,Manufacturing,High Net Worth,N,No,9.0
2229,Linette,Gotmann,Female,58,76,Cost Accountant,Financial Services,Affluent Customer,N,Yes,7.0
2230,Gertruda,Shrimpling,Female,40,53,Missing,Missing,Mass Customer,N,No,19.0
2231,Rasla,Landreth,Female,58,68,Accounting Assistant II,Missing,Mass Customer,N,No,13.0
2232,Nev,Malone,Male,27,69,Help Desk Technician,Missing,Mass Customer,N,Yes,11.0
2233,Cassi,Killingworth,Female,44,49,Sales Associate,Missing,Mass Customer,N,Yes,8.0
2234,Dylan,Hanvey,Male,31,48,Electrical Engineer,Manufacturing,Mass Customer,N,No,18.0
2235,Maxine,Cauldwell,Female,38,75,Social Worker,Health,Affluent Customer,N,No,16.0
2236,Arin,Crickmoor,Male,49,0,Data Coordiator,Manufacturing,Affluent Customer,N,Yes,13.0
2237,Julia,Walden,Female,48,83,Missing,Missing,Mass Customer,N,Yes,9.0
2238,Nata,Plinck,Female,39,96,Director of Sales,Retail,Mass Customer,N,Yes,14.0
2239,Jocelyne,Pasquale,Female,58,0,Associate Professor,Property,High Net Worth,N,Yes,8.0
2240,Niall,Hallifax,Male,48,4,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,16.0
2241,Augy,Jerrems,Male,42,45,Paralegal,Financial Services,High Net Worth,N,No,10.0
2242,Elsy,Springell,Female,40,25,VP Sales,Missing,Mass Customer,N,Yes,21.0
2243,Lena,Cronshaw,Female,41,76,Business Systems Development Analyst,Missing,Affluent Customer,N,Yes,7.0
2244,Sidney,Cargon,Male,45,97,Software Test Engineer III,Manufacturing,Mass Customer,N,No,5.0
2245,Elsinore,Banbrook,Female,37,11,Marketing Manager,Argiculture,Mass Customer,N,No,3.0
2246,Giraldo,Lacer,Male,38,16,Database Administrator III,Missing,Mass Customer,N,Yes,13.0
2247,Gweneth,Wilkins,Female,22,17,Teacher,Retail,High Net Worth,N,Yes,1.0
2248,Helsa,Grandisson,Female,21,33,Software Engineer I,Manufacturing,Mass Customer,N,No,1.0
2249,Kiele,Caghan,Female,21,7,Missing,Financial Services,Mass Customer,N,No,5.0
2250,De witt,Gleave,Male,25,72,Missing,Telecommunications,High Net Worth,N,No,7.0
2251,Leslie,Shotboult,Male,58,68,Missing,Property,High Net Worth,N,No,19.0
2253,Gracie,Kubacki,Female,58,28,Office Assistant I,Manufacturing,Affluent Customer,N,Yes,13.0
2254,Ann,Beek,Female,62,36,Programmer Analyst II,Health,Affluent Customer,N,No,18.0
2255,Iorgo,Krol,Male,25,92,Dental Hygienist,Health,Affluent Customer,N,Yes,5.0
2256,Mara,Rosterne,Female,39,28,Marketing Manager,Retail,Mass Customer,N,No,15.0
2257,Siward,Corradino,Male,40,27,Librarian,Entertainment,Mass Customer,N,No,15.0
2258,Cathy,Powter,Female,43,63,Account Executive,Retail,High Net Worth,N,No,7.0
2259,Leanora,Calbert,Female,18,83,Environmental Specialist,Missing,Affluent Customer,N,No,2.0
2260,Jarad,Barthropp,Male,50,38,Administrative Assistant IV,Argiculture,High Net Worth,N,No,11.0
2261,Gerome,Monshall,Male,37,81,Account Representative II,Health,Mass Customer,N,Yes,13.0
2262,Nyssa,Banister,Female,33,90,Pharmacist,Health,Mass Customer,N,Yes,2.0
2263,Lois,Sorel,Female,30,79,Professor,Argiculture,Mass Customer,N,Yes,21.0
2264,Tony,Shirley,Female,45,18,Occupational Therapist,Health,Affluent Customer,N,No,9.0
2265,Brendan,Vicent,Male,37,55,Missing,Property,Mass Customer,N,Yes,5.0
2266,Jeth,Tomes,Male,19,74,Missing,Retail,High Net Worth,N,No,1.0
2267,Andrei,Mulchrone,Female,53,78,Business Systems Development Analyst,Missing,Affluent Customer,N,No,14.0
2268,Wilhelmina,Gothup,Female,52,66,Pharmacist,Health,Mass Customer,N,No,19.0
2269,Beitris,Lamy,Female,28,33,Product Engineer,Missing,Mass Customer,N,No,9.0
2270,Augustus,Edleston,Male,51,50,Information Systems Manager,Retail,Affluent Customer,N,No,9.0
2271,King,Hoston,Male,43,96,Missing,Telecommunications,Mass Customer,N,Yes,18.0
2272,Grete,Hindenburg,Female,23,82,Internal Auditor,Manufacturing,Mass Customer,N,No,1.0
2273,Rhetta,Lambrook,Female,53,71,Assistant Professor,Missing,Mass Customer,N,Yes,9.0
2274,Nada,Reinert,Female,38,15,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,N,Yes,13.0
2275,Ursulina,Carter,Female,25,77,Human Resources Assistant II,Financial Services,High Net Worth,N,Yes,8.0
2276,Stormy,Caveney,Female,32,90,Desktop Support Technician,Missing,Mass Customer,N,Yes,12.0
2277,Gillie,Ruben,Female,54,44,Cost Accountant,Financial Services,High Net Worth,N,Yes,7.0
2278,Gerri,Heliet,Male,40,11,Product Engineer,Health,Affluent Customer,N,Yes,8.0
2279,Garrett,Szymon,Male,38,42,Human Resources Assistant II,Health,Mass Customer,N,No,3.0
2280,Wrennie,Alexandersson,Female,57,93,Budget/Accounting Analyst I,Missing,Mass Customer,N,No,9.0
2281,Valaria,Abrehart,Female,28,56,Missing,Missing,High Net Worth,N,Yes,14.0
2282,Dominic,Gregoletti,Male,60,81,Senior Financial Analyst,Financial Services,Affluent Customer,N,Yes,7.0
2283,Gaspar,Janaway,Male,63,44,Software Consultant,Missing,High Net Worth,N,No,16.0
2284,Ola,Lenoir,Female,43,83,Staff Accountant IV,Telecommunications,High Net Worth,N,No,14.0
2285,Maritsa,Bellison,Female,44,71,Quality Control Specialist,Health,High Net Worth,N,No,5.0
2286,Katuscha,Sapsed,Female,22,20,Staff Scientist,Manufacturing,High Net Worth,N,No,5.0
2287,Gisela,Partener,Female,43,53,Human Resources Assistant I,Telecommunications,High Net Worth,N,No,20.0
2288,Cirillo,Hook,Male,53,63,Staff Scientist,Manufacturing,High Net Worth,N,No,8.0
2289,Kissie,Steanson,Female,37,97,Research Nurse,Health,Affluent Customer,N,Yes,13.0
2290,Myca,Standley,Male,36,18,Account Executive,Manufacturing,Mass Customer,N,Yes,5.0
2291,Guido,Meynell,Male,46,67,Accountant IV,Manufacturing,Affluent Customer,N,Yes,4.0
2292,Christie,MacClure,Female,19,17,Research Nurse,Health,Mass Customer,N,Yes,2.0
2293,Engracia,Newcom,Female,59,70,Financial Advisor,Financial Services,Affluent Customer,N,No,16.0
2294,Skipton,Cordie,Male,30,25,Associate Professor,Manufacturing,Mass Customer,N,No,21.0
2296,Nathalia,Sanger,Female,16,16,Geologist IV,Retail,Affluent Customer,N,No,1.0
2297,Pauletta,Taffee,Female,46,16,Geological Engineer,Manufacturing,Affluent Customer,N,Yes,19.0
2298,Brigham,Vyse,Male,20,64,Environmental Tech,Property,Mass Customer,N,Yes,5.0
2299,Mahmoud,Dagworthy,Male,31,11,Computer Systems Analyst I,Property,High Net Worth,N,Yes,7.0
2300,Cary,Cockerham,Male,19,20,Missing,Financial Services,Mass Customer,N,Yes,3.0
2301,Ken,Vashchenko,Male,51,66,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,19.0
2302,Loraine,Beamish,Female,18,43,Mechanical Systems Engineer,Retail,Mass Customer,N,Yes,4.0
2303,Alair,Combe,Male,24,22,Database Administrator IV,Retail,Mass Customer,N,Yes,4.0
2304,Shelia,Bellew,Female,60,65,Missing,Missing,Mass Customer,N,Yes,11.0
2305,Aeriell,Greeding,Female,33,91,Chief Design Engineer,Financial Services,Affluent Customer,N,Yes,13.0
2306,Hilary,Tregunna,Female,57,98,Paralegal,Financial Services,High Net Worth,N,Yes,9.0
2307,Corina,Shadwick,Female,39,57,Desktop Support Technician,Retail,High Net Worth,N,Yes,13.0
2308,Nancey,Hastie,Female,54,52,Paralegal,Financial Services,Mass Customer,N,Yes,17.0
2309,Herc,McIlhone,Male,32,40,Accounting Assistant I,Manufacturing,Affluent Customer,N,No,14.0
2310,Jed,Humpherston,Male,47,12,Executive Secretary,Missing,High Net Worth,N,Yes,11.0
2311,Addi,None,Female,28,49,Design Engineer,Health,Mass Customer,N,No,16.0
2312,Ronnica,Grebner,Female,38,72,Assistant Manager,Manufacturing,Mass Customer,N,No,18.0
2313,Christa,Pauley,Female,51,54,Chemical Engineer,Manufacturing,Mass Customer,N,No,12.0
2314,Ravid,Lapenna,Male,24,59,Registered Nurse,Health,High Net Worth,N,Yes,7.0
2315,Pernell,MacCheyne,Male,23,25,Community Outreach Specialist,Financial Services,Affluent Customer,N,No,8.0
2316,Vernen,Bourgaize,Male,39,79,Computer Systems Analyst IV,Financial Services,Affluent Customer,N,Yes,11.0
2317,Alwin,Cuberley,Male,41,97,Tax Accountant,Health,Mass Customer,N,Yes,16.0
2318,Willa,Malyan,Female,29,30,Automation Specialist I,Manufacturing,Mass Customer,N,Yes,6.0
2319,David,Darrigrand,Male,32,63,Librarian,Entertainment,High Net Worth,N,No,18.0
2320,Kaylyn,Throssell,Female,52,14,Senior Developer,Manufacturing,Affluent Customer,N,No,16.0
2321,Libbi,Freeberne,Female,37,27,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,20.0
2322,Hazlett,Rosenschein,Male,25,72,Biostatistician III,Health,Mass Customer,N,Yes,2.0
2323,Adair,Piser,Male,29,2,Desktop Support Technician,Property,High Net Worth,N,No,13.0
2324,Jerrold,Robben,Male,51,44,Sales Associate,Manufacturing,Mass Customer,N,Yes,16.0
2325,Emmett,Whatsize,Male,54,50,Database Administrator IV,Retail,High Net Worth,N,Yes,12.0
2326,Trev,Boothebie,Male,51,64,Programmer Analyst I,Retail,High Net Worth,N,No,14.0
2327,Alie,Sowle,Female,54,19,Budget/Accounting Analyst II,Missing,Affluent Customer,N,No,6.0
2328,Gayler,Shackle,Male,31,63,Dental Hygienist,Health,Mass Customer,N,Yes,8.0
2329,Donny,Stiven,Female,60,7,Computer Systems Analyst II,IT,Affluent Customer,N,No,20.0
2330,Claresta,Bonnor,Female,27,5,Account Coordinator,Property,Mass Customer,N,No,9.0
2331,Marybelle,Antal,Female,54,48,Database Administrator III,Financial Services,Mass Customer,N,Yes,10.0
2332,Jeff,Goodere,Male,40,99,Developer III,Property,High Net Worth,N,Yes,10.0
2333,Ives,Adolfson,Male,51,82,Structural Analysis Engineer,Financial Services,Mass Customer,N,Yes,10.0
2334,Zebulen,Hefford,Male,21,30,Food Chemist,Health,Affluent Customer,N,No,5.0
2336,Karney,Labrone,Male,39,59,Dental Hygienist,Health,Affluent Customer,N,No,17.0
2337,Odilia,Bick,Female,17,47,Programmer Analyst II,Health,Mass Customer,N,No,1.0
2338,Clarie,Hackworth,Female,31,13,Programmer Analyst IV,Manufacturing,Mass Customer,N,No,5.0
2339,Damien,Haddeston,Male,59,3,Web Designer II,Property,Affluent Customer,N,Yes,16.0
2340,Joachim,Amer,Male,39,33,Research Assistant IV,Health,Mass Customer,N,Yes,16.0
2342,Clara,Jakel,Female,18,87,Missing,Missing,Mass Customer,N,No,2.0
2343,Wilhelm,Corteis,Male,58,6,Nurse Practicioner,Argiculture,High Net Worth,N,Yes,5.0
2344,Wat,Robelin,Male,24,93,Nurse,Financial Services,Mass Customer,N,Yes,7.0
2345,Arden,Godard,Female,31,50,Systems Administrator I,Retail,Affluent Customer,N,Yes,3.0
2346,Joey,Scheffler,Male,38,89,Information Systems Manager,Missing,Mass Customer,N,Yes,4.0
2347,L;urette,Annott,Female,60,79,Programmer Analyst I,Missing,High Net Worth,N,No,11.0
2348,Keeley,Winslet,Female,60,2,Web Designer IV,Manufacturing,Mass Customer,N,No,16.0
2349,Julee,Garwell,Female,38,23,Executive Secretary,Telecommunications,High Net Worth,N,No,3.0
2350,Lorinda,Malpass,Female,58,32,Nurse Practicioner,Missing,Mass Customer,N,Yes,14.0
2351,Felicity,Beirne,Female,25,35,Assistant Professor,Retail,Affluent Customer,N,Yes,10.0
2352,Cilka,Dabbes,Female,46,76,Statistician II,Missing,Mass Customer,N,Yes,13.0
2353,Lyn,Luquet,Male,39,93,Health Coach IV,Health,Affluent Customer,N,Yes,12.0
2354,Tammie,Fisbey,Female,59,99,Product Engineer,Retail,Mass Customer,N,No,17.0
2355,Shaughn,None,Male,24,87,Operator,Manufacturing,Mass Customer,N,Yes,4.0
2356,Arluene,Manchester,Female,23,58,Geological Engineer,Manufacturing,Affluent Customer,N,No,3.0
2357,Lisette,Mingardi,Female,55,39,Civil Engineer,Manufacturing,Mass Customer,N,No,6.0
2358,Ave,Peatt,Male,58,26,Senior Sales Associate,Retail,High Net Worth,N,Yes,15.0
2359,Merlina,Bream,Female,31,80,Mechanical Systems Engineer,Property,High Net Worth,N,Yes,7.0
2360,Karleen,McGenn,Female,43,0,VP Accounting,Financial Services,High Net Worth,N,Yes,5.0
2361,Jeannette,Cerman,Female,63,55,Help Desk Operator,Missing,High Net Worth,N,Yes,20.0
2362,Herbie,Machans,Male,45,49,Developer II,Financial Services,Affluent Customer,N,Yes,19.0
2363,Bobby,Farmiloe,Male,34,92,Nurse,Entertainment,Mass Customer,N,Yes,16.0
2364,Fielding,Linklater,Male,22,19,Speech Pathologist,Missing,Mass Customer,N,Yes,13.0
2365,Lauretta,Furmonger,Female,19,2,Structural Analysis Engineer,Argiculture,Mass Customer,N,Yes,3.0
2366,Idette,Mapam,Female,42,51,Web Designer I,Health,Mass Customer,N,Yes,15.0
2367,Lorne,Sabin,Male,60,40,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,16.0
2368,Rowe,Losbie,Female,24,98,Chemical Engineer,Manufacturing,Mass Customer,N,No,10.0
2369,Averyl,Gosz,Female,21,80,Financial Analyst,Financial Services,Mass Customer,N,Yes,1.0
2370,Juliane,Calltone,Female,21,35,Analyst Programmer,Property,High Net Worth,N,No,7.0
2371,Rory,Lokier,Female,51,22,Staff Scientist,Manufacturing,High Net Worth,N,Yes,8.0
2372,Jim,Shoppee,Male,40,14,Clinical Specialist,Health,Affluent Customer,N,No,10.0
2373,Cordy,Readshall,Female,35,51,Structural Engineer,Manufacturing,High Net Worth,N,Yes,16.0
2374,Dolf,Baudichon,Male,24,6,Design Engineer,Financial Services,Mass Customer,N,No,9.0
2375,Alika,Milbourne,Female,30,21,Sales Representative,Retail,Affluent Customer,N,No,8.0
2376,Eada,Narbett,Female,59,84,Community Outreach Specialist,Missing,High Net Worth,N,Yes,12.0
2377,Kristien,Dunne,Female,19,29,Analog Circuit Design manager,IT,High Net Worth,N,No,2.0
