first_name,last_name,gender,age,age_group,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value
Gerik,Woodroof,Male,58,60,18,Paralegal,Financial Services,High Net Worth,N,Yes,9,41 Kropf Road,3175,VIC,Australia,7,366,0.9750000000000001
Claresta,MacConnulty,Female,60,70,6,Recruiting Manager,Missing,Mass Customer,N,Yes,20,0516 Fremont Point,2026,NSW,Australia,9,366,0.9750000000000001
Arty,Fontelles,Male,23,30,50,Help Desk Technician,IT,High Net Worth,N,No,4,7872 South Junction,3197,VIC,Australia,4,370,0.97
Giulia,Hazart,Female,39,40,57,Help Desk Technician,Missing,Mass Customer,N,No,11,81 Donald Parkway,4218,QLD,Australia,11,371,0.96875
Whit,Emloch,Male,54,60,30,Food Chemist,Health,Mass Customer,N,Yes,6,105 Carpenter Court,2220,NSW,Australia,9,372,0.9668749999999999
Rowan,Summerly,Male,43,50,4,Librarian,Entertainment,Mass Customer,N,No,9,58231 Tomscot Plaza,2209,NSW,Australia,10,372,0.9668749999999999
Ian,Rabat,Male,42,50,54,Web Designer I,Financial Services,Affluent Customer,N,No,11,3 Loeprich Point,3204,VIC,Australia,11,372,0.9668749999999999
Reginald,Jermy,Male,57,60,7,Director of Sales,Missing,High Net Worth,N,Yes,20,540 Katie Street,4128,QLD,Australia,8,375,0.96
Link,Gorini,Male,43,50,60,Missing,IT,High Net Worth,N,No,10,9495 Jenna Way,4600,QLD,Australia,2,375,0.96
Harriet,Brattan,Female,31,40,81,Human Resources Assistant I,Financial Services,High Net Worth,N,No,2,66 Ruskin Parkway,3579,VIC,Australia,1,378,0.9562499999999999
Sada,Branton,Female,43,50,34,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,14,9736 Mitchell Pass,3199,VIC,Australia,6,378,0.9562499999999999
Jenelle,Mc-Kerley,Female,75,80,40,Data Coordiator,Financial Services,Mass Customer,N,Yes,16,9 Springview Terrace,4068,QLD,Australia,5,378,0.9562499999999999
Gabrila,Toopin,Female,55,60,7,Junior Executive,Manufacturing,Mass Customer,N,No,12,1914 Oakridge Place,2456,NSW,Australia,6,378,0.9562499999999999
Almira,Mangion,Female,21,30,4,VP Product Management,Financial Services,Affluent Customer,N,Yes,2,179 Anzinger Center,2230,NSW,Australia,12,382,0.95
Arty,Strudwick,Male,53,60,85,Data Coordiator,Health,Mass Customer,N,Yes,8,62 Melrose Court,2211,NSW,Australia,10,382,0.95
Alexa,Dillet,Female,73,80,65,Product Engineer,Entertainment,Affluent Customer,N,No,17,84650 Novick Point,2261,NSW,Australia,7,382,0.95
Palmer,Heaven,Male,22,30,82,Staff Scientist,Financial Services,Affluent Customer,N,Yes,9,5 Hoard Parkway,3754,VIC,Australia,6,382,0.95
Porter,Buckenhill,Male,63,70,46,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,9,376 Talmadge Street,4124,QLD,Australia,7,386,0.945625
Kizzee,Kemston,Female,56,60,11,Missing,Health,Mass Customer,N,No,13,5979 Green Ridge Way,2767,NSW,Australia,8,386,0.945625
Isadora,Ducker,Female,44,50,15,Account Executive,Missing,Affluent Customer,N,Yes,8,2972 Holy Cross Crossing,3153,VIC,Australia,5,386,0.945625
Giffie,Offill,Male,24,30,51,Structural Engineer,Telecommunications,Affluent Customer,N,No,5,89 Riverside Court,4740,QLD,Australia,3,386,0.945625
Fara,Sarath,Female,69,70,75,Quality Control Specialist,Missing,Mass Customer,N,No,22,540 Forest Run Plaza,2168,NSW,Australia,7,386,0.945625
Carolann,Raatz,Female,38,40,25,Chief Design Engineer,Missing,High Net Worth,N,No,21,817 Bunker Hill Place,3977,VIC,Australia,6,386,0.945625
Tamar,Windmill,Female,78,80,92,Senior Editor,Manufacturing,Affluent Customer,N,No,10,4669 Troy Place,2207,NSW,Australia,10,386,0.945625
Kipp,Stockport,Male,35,40,36,Data Coordiator,Retail,Mass Customer,N,Yes,6,02 Roth Drive,2022,NSW,Australia,11,386,0.945625
Packston,Wackett,Male,67,70,10,Quality Engineer,Financial Services,Mass Customer,N,No,19,7 Northridge Court,3192,VIC,Australia,9,386,0.945625
Hanson,Eastes,Male,27,30,74,Missing,Manufacturing,Mass Customer,N,Yes,5,5735 Starling Plaza,3056,VIC,Australia,9,395,0.94
Demetria,Bausor,Female,56,60,73,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,9,97 Transport Plaza,2097,NSW,Australia,12,396,0.9375
Lura,Fawdrie,Female,15,20,66,VP Sales,Health,Mass Customer,N,Yes,4,67183 Anniversary Parkway,4211,QLD,Australia,3,396,0.9375
Nora,Anselm,Female,57,60,84,Missing,Entertainment,High Net Worth,N,Yes,15,2 Emmet Parkway,4342,QLD,Australia,5,396,0.9375
Estevan,Eastment,Male,75,80,54,Environmental Specialist,Health,Mass Customer,N,Yes,21,61926 Tomscot Hill,2019,NSW,Australia,8,396,0.9375
Aloysius,Glowacz,Male,38,40,72,Financial Advisor,Financial Services,Affluent Customer,N,No,18,07 Susan Lane,2232,NSW,Australia,10,396,0.9375
Bastien,Ibbeson,Male,41,50,53,Software Consultant,IT,Mass Customer,N,No,12,43094 Kedzie Pass,2487,NSW,Australia,5,401,0.935
Otha,Langworthy,Female,50,60,91,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,13,678 Lyons Trail,3130,VIC,Australia,10,401,0.935
Gannie,Bargh,Male,62,70,56,Analyst Programmer,Missing,Mass Customer,N,Yes,13,1832 Burning Wood Place,3201,VIC,Australia,7,401,0.935
Dwayne,Doel,Male,39,40,80,Cost Accountant,Financial Services,Affluent Customer,N,Yes,17,5642 Debs Terrace,2223,NSW,Australia,11,401,0.935
Leese,Huckleby,Female,40,50,67,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,16,73 Riverside Trail,3777,VIC,Australia,7,405,0.93
Dodi,Kiggel,Female,37,40,5,Missing,Financial Services,Mass Customer,N,Yes,13,05 Everett Trail,2114,NSW,Australia,11,405,0.93
Kippar,Brimilcome,Male,79,80,21,Graphic Designer,Health,Mass Customer,N,No,19,082 Welch Lane,2089,NSW,Australia,11,405,0.93
Corinna,Beretta,Female,21,30,24,Programmer III,Health,High Net Worth,N,No,12,72 Mccormick Circle,3023,VIC,Australia,7,408,0.9296875
Laurie,Odlin,Female,34,40,75,Social Worker,Health,High Net Worth,N,No,10,15669 Arizona Trail,3194,VIC,Australia,10,409,0.925
Mair,Erett,Female,60,70,15,Speech Pathologist,Missing,Affluent Customer,N,No,18,79 Armistice Parkway,2117,NSW,Australia,7,409,0.925
Marcelia,Copins,Female,71,80,81,Missing,Missing,Mass Customer,N,Yes,21,330 Melby Terrace,2259,NSW,Australia,8,409,0.925
Tanner,Terlinden,Male,22,30,84,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,14,2637 Monument Trail,3106,VIC,Australia,11,409,0.925
Hilliard,Dullard,Male,63,70,65,Civil Engineer,Manufacturing,Mass Customer,N,No,17,37919 Old Gate Park,2163,NSW,Australia,8,409,0.925
Justinn,Haruard,Female,59,60,48,Health Coach IV,Health,High Net Worth,N,No,11,00 Judy Terrace,2035,NSW,Australia,12,414,0.924375
Wyn,Meach,Male,79,80,37,Missing,Manufacturing,Mass Customer,N,No,9,79 Armistice Junction,2765,NSW,Australia,9,415,0.9218749999999999
Art,Shardlow,Male,54,60,57,Data Coordiator,Argiculture,Mass Customer,N,Yes,15,7 Clemons Circle,4350,QLD,Australia,2,415,0.9218749999999999
Dennis,Varnham,Male,64,70,57,Assistant Media Planner,Entertainment,Affluent Customer,N,No,17,6455 Mayfield Street,3350,VIC,Australia,3,415,0.9218749999999999
Freddi,Litherborough,Female,28,30,46,Product Engineer,Financial Services,Mass Customer,N,No,7,7873 Meadow Vale Plaza,2460,NSW,Australia,3,418,0.918
Salomon,Perkins,Male,19,20,76,Engineer IV,Financial Services,Affluent Customer,N,Yes,1,45 Banding Hill,2009,NSW,Australia,10,419,0.91640625
Sherill,None,Female,26,30,33,Information Systems Manager,Financial Services,Mass Customer,N,No,3,53 Moulton Avenue,2880,NSW,Australia,1,420,0.91375
Queenie,Learie,Female,69,70,90,Missing,Property,Mass Customer,N,No,12,7 Sauthoff Park,2073,NSW,Australia,11,420,0.91375
Etan,Prinett,Male,47,50,97,Operator,Argiculture,Mass Customer,N,Yes,10,9082 Waywood Avenue,2250,NSW,Australia,8,420,0.91375
Donaugh,Benedict,Male,26,30,3,Systems Administrator III,Property,Mass Customer,N,No,12,30049 Brown Road,2233,NSW,Australia,9,420,0.91375
Harwell,Kleinstein,Male,24,30,87,Sales Representative,Retail,Affluent Customer,N,No,15,7 Huxley Trail,3818,VIC,Australia,5,420,0.91375
Cheston,Hritzko,Male,72,80,70,Software Engineer III,Manufacturing,Mass Customer,N,Yes,19,3 Service Center,2127,NSW,Australia,9,420,0.91375
Suzy,Trounson,Female,70,80,13,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,20,0627 Golf Center,4152,QLD,Australia,9,420,0.91375
Jobie,Runacres,Female,43,50,96,Developer IV,Missing,Mass Customer,N,Yes,18,24960 Shopko Crossing,2528,NSW,Australia,7,427,0.9125
Guenna,Filisov,Female,48,50,52,Chemical Engineer,Manufacturing,High Net Worth,N,No,13,43 Stoughton Drive,2154,NSW,Australia,9,427,0.9125
Opal,Cleare,Female,40,50,6,Database Administrator II,Property,Affluent Customer,N,Yes,20,247 Blue Bill Park Parkway,2066,NSW,Australia,9,429,0.91
Ottilie,Wanless,Female,77,80,51,Environmental Specialist,Missing,Affluent Customer,N,No,8,2 David Pass,2720,NSW,Australia,4,430,0.9095
Kipper,Circuit,Male,43,50,23,Research Assistant IV,Argiculture,Mass Customer,N,Yes,4,3867 Barby Hill,2140,NSW,Australia,8,430,0.9095
Marilin,Frome,Female,42,50,58,Account Executive,IT,Mass Customer,N,Yes,17,52 Bobwhite Court,2219,NSW,Australia,9,430,0.9095
Arel,Abramovitz,Male,60,70,72,Nurse Practicioner,Health,Mass Customer,N,No,16,32249 Sycamore Way,4650,QLD,Australia,4,433,0.90625
Kit,Easdon,Male,39,40,61,Director of Sales,Property,Affluent Customer,N,No,12,3 Roth Junction,3156,VIC,Australia,8,433,0.90625
Skipp,Swales,Male,44,50,15,Community Outreach Specialist,Entertainment,High Net Worth,N,Yes,22,76 Green Ridge Drive,3029,VIC,Australia,7,436,0.903125
Frederich,Glantz,Male,20,30,37,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,10,9 Glacier Hill Circle,2762,NSW,Australia,8,436,0.903125
Rodolph,Denniss,Male,43,50,28,Geologist III,Property,Affluent Customer,N,Yes,7,91281 Transport Center,3356,VIC,Australia,2,436,0.903125
Craggie,Dering,Male,65,70,47,Actuary,Financial Services,Mass Customer,N,No,7,11 Paget Road,2125,NSW,Australia,10,436,0.903125
Giralda,MacPeake,Female,76,80,59,Librarian,Entertainment,High Net Worth,N,Yes,14,6 Killdeer Way,2705,NSW,Australia,1,441,0.901
Rodney,Trethewey,Male,20,30,16,Software Consultant,Financial Services,Affluent Customer,N,No,15,737 Service Lane,3030,VIC,Australia,8,441,0.901
Theresina,None,Female,30,40,30,General Manager,Argiculture,Mass Customer,N,Yes,14,253 Katie Junction,2650,NSW,Australia,2,441,0.901
Gleda,Howerd,Female,53,60,59,Senior Developer,IT,Mass Customer,N,No,6,481 Moulton Place,2440,NSW,Australia,2,444,0.9
Melany,Ladewig,Female,45,50,76,Research Associate,Financial Services,Mass Customer,N,Yes,10,3864 Sheridan Alley,4130,QLD,Australia,7,444,0.9
Claudell,Rounsefell,Male,24,30,67,VP Sales,Financial Services,Affluent Customer,N,No,8,61416 Karstens Place,4217,QLD,Australia,5,444,0.9
Garwin,Nurden,Male,59,60,54,Programmer I,Property,High Net Worth,N,Yes,5,0 Union Parkway,3142,VIC,Australia,11,444,0.9
Bunny,Leebetter,Female,51,60,83,Quality Engineer,Manufacturing,High Net Worth,N,Yes,8,4 Lukken Lane,4301,QLD,Australia,4,444,0.9
Matias,Melloi,Male,40,50,61,Legal Assistant,Retail,Affluent Customer,N,No,11,1507 Schlimgen Trail,2155,NSW,Australia,10,444,0.9
Sada,Dowyer,Female,19,20,47,Human Resources Manager,Missing,High Net Worth,N,Yes,3,4 Meadow Ridge Place,2090,NSW,Australia,10,450,0.8999999999999999
Anet,Roseman,Female,21,30,84,Programmer Analyst III,Financial Services,Mass Customer,N,No,9,31 Melody Circle,3814,VIC,Australia,4,450,0.8999999999999999
Katie,Warhurst,Female,26,30,0,Help Desk Operator,Retail,High Net Worth,N,Yes,14,96 Rutledge Drive,3064,VIC,Australia,5,450,0.8999999999999999
Celia,Bryden,Female,74,80,12,Chemical Engineer,Manufacturing,High Net Worth,N,No,21,2905 Towne Place,2114,NSW,Australia,9,450,0.8999999999999999
Stearne,Trolley,Male,35,40,42,Automation Specialist IV,Financial Services,High Net Worth,N,No,14,638 Caliangt Avenue,2137,NSW,Australia,11,450,0.8999999999999999
Tristam,Larose,Male,32,40,70,VP Accounting,Financial Services,Mass Customer,N,No,17,9645 Moose Terrace,2137,NSW,Australia,11,455,0.8925
Laurena,None,Female,56,60,21,VP Sales,Missing,High Net Worth,N,No,10,7 Messerschmidt Crossing,3810,VIC,Australia,6,455,0.8925
Heloise,Fairpool,Female,41,50,17,Information Systems Manager,Manufacturing,High Net Worth,N,No,17,005 Loeprich Way,4680,QLD,Australia,3,455,0.8925
Dory,Malpass,Female,45,50,19,Missing,Missing,Affluent Customer,N,Yes,13,3653 Steensland Road,4103,QLD,Australia,8,455,0.8925
Marcellina,Baynton,Female,70,80,60,Software Engineer III,Financial Services,Mass Customer,N,No,16,56 Comanche Terrace,3141,VIC,Australia,10,455,0.8925
Gregorius,Leal,Male,66,70,7,Missing,Retail,Affluent Customer,N,Yes,21,66 Merry Court,2033,NSW,Australia,12,455,0.8925
Deana,Canton,Female,43,50,67,Missing,Property,Mass Customer,N,Yes,14,92 Ludington Street,4301,QLD,Australia,3,455,0.8925
Kori,Sparsholt,Female,77,80,59,Office Assistant II,Missing,Mass Customer,N,Yes,19,37 Rigney Park,2171,NSW,Australia,9,455,0.8925
Lucky,Klainman,Female,70,80,24,Chief Design Engineer,Retail,Mass Customer,N,No,8,0796 Barnett Plaza,3758,VIC,Australia,4,455,0.8925
Erasmus,Olenchenko,Male,52,60,56,Software Test Engineer IV,Property,Mass Customer,N,Yes,5,415 Rockefeller Trail,2484,NSW,Australia,7,464,0.8906249999999999
Carita,Sand,Female,40,50,25,Quality Engineer,Retail,Mass Customer,N,No,16,846 Loftsgordon Crossing,2154,NSW,Australia,11,464,0.8906249999999999
Lynnett,Tipper,Female,24,30,22,Social Worker,Health,High Net Worth,N,Yes,2,9 Ridgeview Avenue,3109,VIC,Australia,10,466,0.89
Thorn,Stigers,Male,45,50,42,Business Systems Development Analyst,Financial Services,Mass Customer,N,No,19,6218 Delladonna Parkway,4115,QLD,Australia,8,466,0.89
Lela,Billing,Female,47,50,38,Programmer Analyst III,Missing,Mass Customer,N,Yes,18,095 Glacier Hill Circle,2571,NSW,Australia,7,468,0.8898437499999999
Norah,Mapis,Female,17,20,75,Assistant Manager,Argiculture,Mass Customer,N,No,10,057 Victoria Crossing,2263,NSW,Australia,9,468,0.8898437499999999
Moina,Rosenbaum,Female,16,20,50,Graphic Designer,IT,Mass Customer,N,No,14,0 Memorial Road,3109,VIC,Australia,10,468,0.8898437499999999
Ceciley,Harg,Female,27,30,50,Nurse Practicioner,Retail,Mass Customer,N,Yes,4,409 Starling Lane,4172,QLD,Australia,7,471,0.8875
Torry,de la Valette Parisot,Male,50,60,95,VP Marketing,Telecommunications,Mass Customer,N,Yes,18,36963 Pierstorff Terrace,3168,VIC,Australia,9,471,0.8875
Sigismund,Sedger,Male,18,20,9,Accountant II,Manufacturing,Affluent Customer,N,No,7,8069 Sunbrook Way,2155,NSW,Australia,10,473,0.884
Irvine,Headon,Male,61,70,99,Geologist III,IT,Affluent Customer,N,Yes,20,9 Hovde Way,2322,NSW,Australia,5,473,0.884
Laurie,None,Male,38,40,31,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,15,94 Barby Lane,2210,NSW,Australia,10,475,0.8818749999999999
Tomkin,Bernlin,Male,16,20,7,Food Chemist,Health,Affluent Customer,N,Yes,9,0492 Kings Street,2480,NSW,Australia,3,475,0.8818749999999999
Genni,Fanstone,Female,45,50,25,Administrative Assistant II,Entertainment,Mass Customer,N,No,16,1 Fair Oaks Alley,3149,VIC,Australia,10,475,0.8818749999999999
Blondie,None,Female,22,30,43,Actuary,Financial Services,High Net Worth,N,No,11,780 Norway Maple Hill,2565,NSW,Australia,8,478,0.88
Aloysius,Killingsworth,Male,60,70,89,VP Quality Control,Missing,Mass Customer,N,No,12,625 Mandrake Junction,2145,NSW,Australia,9,478,0.88
Carola,Philler,Female,66,70,73,Dental Hygienist,Health,High Net Worth,N,No,15,1037 Roth Park,2145,NSW,Australia,7,478,0.88
Fitzgerald,Hellikes,Male,38,40,25,Media Manager IV,Health,Mass Customer,N,Yes,10,315 Center Park,3040,VIC,Australia,7,478,0.88
Ingmar,Okenden,Male,58,60,97,Compensation Analyst,Financial Services,Mass Customer,N,Yes,8,1 Graceland Plaza,3216,VIC,Australia,2,478,0.88
Tina,Dunstan,Female,78,80,13,Account Representative IV,Retail,Affluent Customer,N,No,13,98555 Victoria Hill,2171,NSW,Australia,7,483,0.8765625
Huberto,Mollatt,Male,56,60,82,Programmer IV,Missing,Mass Customer,N,Yes,14,31121 Pierstorff Center,2770,NSW,Australia,7,483,0.8765625
Georgi,None,Male,47,50,29,Assistant Manager,Manufacturing,High Net Worth,N,No,11,59 Garrison Terrace,3215,VIC,Australia,4,485,0.8755
Adolpho,Bellerby,Male,73,80,46,VP Sales,Financial Services,High Net Worth,N,Yes,13,2763 Buhler Circle,4305,QLD,Australia,4,486,0.875
Kelsey,Hatt,Female,51,60,69,Senior Sales Associate,Financial Services,High Net Worth,N,No,8,309 Maple Wood Pass,3930,VIC,Australia,6,486,0.875
Lucien,None,Male,51,60,83,Missing,Financial Services,High Net Worth,N,Yes,19,777 Fairfield Court,4305,QLD,Australia,3,486,0.875
Ariel,McCloid,Male,23,30,4,Human Resources Manager,Missing,High Net Worth,N,Yes,6,99 Quincy Parkway,3630,VIC,Australia,1,486,0.875
Bevvy,Openshaw,Female,42,50,68,Staff Scientist,Missing,Affluent Customer,N,Yes,10,902 Westend Lane,2318,NSW,Australia,3,486,0.875
Alexina,Mabley,Female,42,50,72,Web Designer IV,Manufacturing,Mass Customer,N,Yes,10,9 Rieder Junction,2573,NSW,Australia,9,486,0.875
Dawn,Pyffe,Female,52,60,56,Media Manager III,Retail,Mass Customer,N,No,11,734 Veith Way,3155,VIC,Australia,8,492,0.8712499999999999
Claudette,Renackowna,Female,21,30,55,Administrative Officer,Manufacturing,Mass Customer,N,No,2,0800 Dahle Alley,2148,NSW,Australia,8,492,0.8712499999999999
Elianora,Poolton,Female,73,80,15,Programmer II,Missing,Mass Customer,N,Yes,21,5 Macpherson Drive,3134,VIC,Australia,9,494,0.867
Park,None,Male,40,50,39,Nurse Practicioner,IT,Affluent Customer,N,No,14,07 Boyd Drive,4350,QLD,Australia,7,495,0.86328125
Anthony,Lindstrom,Male,20,30,86,Geologist IV,Financial Services,Affluent Customer,N,Yes,10,427 Oak Avenue,2205,NSW,Australia,10,495,0.86328125
Liane,Poizer,Female,65,70,59,Analyst Programmer,Property,High Net Worth,N,No,13,390 Express Plaza,2076,NSW,Australia,11,495,0.86328125
Romonda,Hallt,Female,57,60,69,Operator,Missing,Affluent Customer,N,No,15,703 Ludington Plaza,2480,NSW,Australia,4,498,0.8606250000000001
Sula,Thomann,Female,28,30,56,Assistant Manager,Missing,Mass Customer,N,No,6,7 Dayton Circle,2160,NSW,Australia,9,498,0.8606250000000001
Renell,Earley,Female,63,70,5,Compensation Analyst,Financial Services,Mass Customer,N,Yes,11,79 Manufacturers Plaza,4171,QLD,Australia,5,500,0.86
Cliff,Philipsson,Male,50,60,82,Structural Analysis Engineer,Argiculture,Mass Customer,N,No,16,600 Artisan Drive,3149,VIC,Australia,10,500,0.86
Clevey,Aisthorpe,Male,41,50,27,Software Consultant,Missing,Mass Customer,N,Yes,8,0 Veith Way,2009,NSW,Australia,9,502,0.8584999999999999
Cariotta,None,Female,43,50,10,Assistant Media Planner,Entertainment,Affluent Customer,N,Yes,17,2336 Continental Point,2527,NSW,Australia,7,502,0.8584999999999999
George,Jose,Male,57,60,68,Payment Adjustment Coordinator,Retail,High Net Worth,N,Yes,20,535 Corben Point,4680,QLD,Australia,4,504,0.8500000000000001
Kissiah,Foat,Female,42,50,30,Graphic Designer,Missing,Mass Customer,N,Yes,19,1690 Forster Place,2281,NSW,Australia,9,504,0.8500000000000001
Milty,Brauninger,Male,72,80,13,Payment Adjustment Coordinator,Missing,High Net Worth,N,No,11,54 6th Trail,2640,NSW,Australia,7,504,0.8500000000000001
Killian,Nettles,Male,37,40,44,Marketing Assistant,Missing,Affluent Customer,N,No,4,16 Pepper Wood Junction,3803,VIC,Australia,7,507,0.85
Fredia,Favelle,Female,43,50,94,Teacher,Missing,Mass Customer,N,Yes,19,4 Arapahoe Terrace,4014,QLD,Australia,8,507,0.85
Katleen,Arnoult,Female,41,50,6,VP Product Management,Manufacturing,Mass Customer,N,Yes,13,540 Farragut Avenue,2066,NSW,Australia,9,507,0.85
Gaultiero,Fibbens,Male,37,40,41,Help Desk Technician,Missing,Affluent Customer,N,No,9,938 Bartillon Hill,2035,NSW,Australia,11,507,0.85
Inglebert,Aspinal,Male,44,50,4,Financial Analyst,Financial Services,Mass Customer,N,No,11,612 Annamark Center,2176,NSW,Australia,8,507,0.85
Jammal,Devenny,Male,18,20,57,Marketing Manager,Retail,High Net Worth,N,No,12,18 Sage Plaza,3152,VIC,Australia,9,507,0.85
Adriane,Richardson,Female,41,50,81,Data Coordiator,Manufacturing,High Net Worth,N,No,9,4 Randy Street,3070,VIC,Australia,8,513,0.8415
Jodi,Lermit,Female,63,70,94,Missing,Health,Mass Customer,N,Yes,10,05 Corry Center,4021,QLD,Australia,2,513,0.8415
Emelia,Ackwood,Female,29,30,72,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,10,1 South Street,4183,QLD,Australia,9,515,0.839375
Andee,Huke,Female,46,50,91,Missing,Manufacturing,Mass Customer,N,No,9,4810 Kim Park,3858,VIC,Australia,2,515,0.839375
Isa,Fominov,Male,16,20,75,Physical Therapy Assistant,Missing,Mass Customer,N,Yes,5,80388 Ryan Place,2010,NSW,Australia,9,515,0.839375
Zabrina,Margram,Female,53,60,87,Missing,Manufacturing,High Net Worth,N,Yes,11,1092 Kinsman Parkway,4053,QLD,Australia,8,515,0.839375
Maddalena,Angood,Female,18,20,79,Missing,Manufacturing,Affluent Customer,N,No,12,1 Bluejay Court,2320,NSW,Australia,4,515,0.839375
Sofie,Worsfold,Female,63,70,87,Environmental Tech,Retail,Mass Customer,N,Yes,9,7 Maple Wood Plaza,4125,QLD,Australia,6,520,0.8375
Elmira,Vasilyev,Female,66,70,33,Senior Quality Engineer,Manufacturing,High Net Worth,N,No,12,12 Eastlawn Terrace,2007,NSW,Australia,9,520,0.8375
Free,Rowland,Male,61,70,42,Missing,Missing,Mass Customer,N,Yes,12,24929 Spaight Junction,3796,VIC,Australia,8,520,0.8375
Worthington,Cohane,Male,26,30,60,Chief Design Engineer,Entertainment,High Net Worth,N,No,2,846 Daystar Lane,2000,NSW,Australia,12,520,0.8375
Bailey,Bereford,Male,67,70,44,Senior Sales Associate,Argiculture,Affluent Customer,N,Yes,11,36 Golf Course Circle,2444,NSW,Australia,6,524,0.83671875
Perry,Whitehurst,Male,37,40,79,Structural Engineer,Manufacturing,High Net Worth,N,Yes,8,0 Nelson Crossing,3155,VIC,Australia,7,524,0.83671875
Antony,Tuma,Male,63,70,11,Environmental Tech,Telecommunications,High Net Worth,N,Yes,13,93264 Almo Plaza,3078,VIC,Australia,10,526,0.833
Corene,Hallgate,Female,53,60,26,Missing,Financial Services,Mass Customer,N,Yes,14,2109 Shoshone Court,3103,VIC,Australia,12,526,0.833
Nico,Chadwick,Male,64,70,97,Research Assistant IV,Financial Services,Affluent Customer,N,No,13,355 Roxbury Lane,3190,VIC,Australia,8,526,0.833
Joline,Skipperbottom,Female,45,50,59,Desktop Support Technician,Missing,High Net Worth,N,No,9,2 Warrior Crossing,2161,NSW,Australia,9,529,0.83
Ivy,Farr,Female,44,50,56,Office Assistant IV,IT,High Net Worth,N,No,19,08470 Kingsford Lane,2120,NSW,Australia,11,530,0.8287500000000001
Dallas,Lavalde,Female,19,20,18,Product Engineer,Missing,Mass Customer,N,No,12,16898 Donald Plaza,2323,NSW,Australia,4,530,0.8287500000000001
Amabel,None,Female,36,40,71,Chief Design Engineer,Financial Services,Mass Customer,N,Yes,9,3128 Mallory Pass,2144,NSW,Australia,6,530,0.8287500000000001
Hilario,McCulloch,Male,31,40,61,Physical Therapy Assistant,Retail,Mass Customer,N,No,8,799 Luster Road,3051,VIC,Australia,8,530,0.8287500000000001
Jim,Haddrell,Male,62,70,55,Associate Professor,Financial Services,Mass Customer,N,No,9,53 Dryden Trail,2358,NSW,Australia,3,530,0.8287500000000001
Jacobo,Mucklow,Male,65,70,62,Computer Systems Analyst I,Financial Services,High Net Worth,N,Yes,22,5512 Ronald Regan Hill,3122,VIC,Australia,8,530,0.8287500000000001
Gretel,Paschke,Female,61,70,10,Editor,Financial Services,Mass Customer,N,Yes,17,72 Melrose Street,4074,QLD,Australia,7,536,0.8250000000000001
Jethro,Mertel,Male,39,40,16,Software Consultant,Argiculture,Mass Customer,N,Yes,15,3460 Dapin Street,2262,NSW,Australia,6,536,0.8250000000000001
Dwain,Hatch,Male,23,30,62,Marketing Assistant,Health,Affluent Customer,N,No,15,5 Hovde Lane,3028,VIC,Australia,8,536,0.8250000000000001
Lucretia,D'Agostini,Female,39,40,41,Database Administrator III,Manufacturing,High Net Worth,N,No,15,4 Gale Center,3185,VIC,Australia,7,536,0.8250000000000001
Claude,Bowstead,Female,20,30,37,Accounting Assistant III,Manufacturing,Mass Customer,N,No,7,5263 Stone Corner Crossing,2217,NSW,Australia,12,536,0.8250000000000001
Donn,MacGregor,Male,52,60,80,Civil Engineer,Manufacturing,High Net Worth,N,No,5,0439 Mandrake Park,2046,NSW,Australia,10,536,0.8250000000000001
Laurel,Devennie,Female,41,50,78,VP Product Management,Manufacturing,Affluent Customer,N,No,13,069 Hoard Pass,4352,QLD,Australia,5,536,0.8250000000000001
Elvira,Darthe,Female,42,50,10,Accounting Assistant I,Financial Services,Affluent Customer,N,No,16,89 Green Ridge Point,2168,NSW,Australia,9,536,0.8250000000000001
Angie,Tansley,Male,67,70,68,VP Sales,Manufacturing,Mass Customer,N,No,8,8 Cardinal Junction,2444,NSW,Australia,7,544,0.8245
Terrence,Dalligan,Male,19,20,60,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,2,240 Main Hill,3200,VIC,Australia,6,544,0.8245
Katy,Crooke,Female,40,50,0,Food Chemist,Health,Mass Customer,N,No,13,67081 Burrows Center,2111,NSW,Australia,12,546,0.8234374999999999
Sammy,Borsi,Female,45,50,99,Accountant III,Financial Services,Mass Customer,N,No,5,0 Kipling Way,2289,NSW,Australia,7,546,0.8234374999999999
Morganica,Ainsbury,Female,45,50,37,Senior Editor,Entertainment,High Net Worth,N,Yes,9,1 Raven Way,2151,NSW,Australia,10,546,0.8234374999999999
Nils,Champion,Male,33,40,69,Programmer III,Retail,Affluent Customer,N,No,13,261 Holy Cross Park,2750,NSW,Australia,9,549,0.82
